roll_no,name,gender,city,department,semester,study_hours_per_day,sleep_hours,attendance_pct,prev_gpa,assignment_score,quiz_avg,lab_score,participation_score,stress_level,internet_hours,part_time_job,family_support,commute_hours,health_score,extracurricular,final_score,grade,final_gpa,outcome
STU-1734,Faisal Ali,Female,Karachi,BBA,8,5.8,8.5,95.6,3.72,94.1,53.4,93.1,4.8,3.2,2.8,0,6.0,1.0,8.0,0,91.1,A+,4.0,Pass
STU-1735,Bilal Iqbal,Male,Multan,Med,7,7.9,8.6,85.4,2.81,88.1,92.2,51.2,6.2,2.9,1.9,0,9.6,1.2,8.6,0,96.7,A+,4.0,Pass
STU-1736,Rabia Ali,Female,Multan,BBA,2,7.3,9.1,93.5,3.09,87.0,75.0,86.3,5.3,2.6,3.5,0,6.8,1.8,9.3,1,86.0,A+,4.0,Pass
STU-1737,Usman Butt,Female,Karachi,Civil,5,2.9,7.6,86.8,2.3,77.3,66.3,64.9,5.1,5.1,2.3,1,5.7,0.7,7.8,1,20.1,F,0.0,Fail
STU-1738,Ahmed Iqbal,Female,Karachi,Civil,5,6.2,7.3,83.1,3.23,82.8,73.9,92.9,2.6,2.5,1.8,1,4.9,1.1,6.1,1,56.2,D,1.0,At-Risk
STU-1739,Maria Ali,Female,Islamabad,Med,7,8.4,8.2,80.1,3.56,47.1,50.7,86.1,7.9,4.4,1.6,1,9.3,1.4,4.4,0,73.4,B,3.0,Pass
STU-1740,Omar Ahmed,Female,Karachi,EE,2,3.9,7.8,87.1,3.25,64.7,81.2,67.2,3.3,5.2,3.5,1,6.1,0.7,7.2,0,13.1,F,0.0,Fail
STU-1741,Faisal Chaudhry,Female,Quetta,CS,1,6.5,6.0,90.8,2.51,57.7,64.8,82.5,4.4,4.3,3.4,1,5.0,1.8,8.8,0,26.3,F,0.0,Fail
STU-1742,Omar Chaudhry,Male,Quetta,EE,7,7.9,5.4,94.6,2.45,84.6,47.8,78.2,8.6,5.5,4.5,1,8.3,1.9,6.3,1,51.9,D,1.0,At-Risk
STU-1743,Ayesha Ali,Female,Islamabad,Civil,2,6.1,9.2,93.1,2.18,96.6,78.2,77.8,6.3,2.0,4.0,0,6.9,0.9,7.8,1,78.9,B+,3.5,Pass
STU-1744,Kamran Iqbal,Male,Peshawar,EE,5,6.3,8.7,91.8,2.32,83.8,81.4,80.9,8.4,2.8,2.7,0,7.5,1.5,6.2,0,72.5,B,3.0,Pass
STU-1745,Ali Iqbal,Male,Lahore,Civil,2,7.8,7.4,86.0,3.62,97.6,75.6,71.9,3.8,4.6,6.7,0,6.3,2.8,6.6,1,60.1,C,2.0,At-Risk
STU-1746,Rabia Hussain,Female,Lahore,Med,5,8.9,9.1,94.2,3.21,97.0,75.5,82.8,6.5,2.3,3.9,1,8.8,1.4,8.2,0,100.0,A+,4.0,Pass
STU-1747,Rabia Butt,Male,Lahore,BBA,1,6.9,8.0,83.1,2.53,65.7,79.2,82.7,7.2,3.4,5.5,1,6.6,1.9,9.3,1,43.2,F,0.0,Fail
STU-1748,Amna Hussain,Female,Lahore,Med,2,4.5,8.5,86.6,3.55,87.4,50.6,85.0,6.3,3.7,4.7,0,6.3,1.2,8.2,0,52.5,D,1.0,At-Risk
STU-1749,Nadia Chaudhry,Male,Karachi,EE,8,4.9,8.3,65.3,2.83,91.7,88.3,84.0,5.2,4.7,2.4,0,5.2,1.7,7.1,1,40.9,F,0.0,Fail
STU-1750,Sana Chaudhry,Male,Islamabad,Civil,1,4.6,7.8,87.0,3.71,73.9,91.2,68.8,4.0,3.7,3.1,1,5.3,1.7,5.2,0,45.0,F,0.0,Fail
STU-1751,Hassan Ali,Female,Lahore,Mech,5,5.1,8.3,88.7,3.81,77.1,80.8,68.3,4.7,3.9,3.1,0,8.6,1.7,7.1,0,64.4,C,2.0,At-Risk
STU-1752,Hina Iqbal,Male,Karachi,Civil,4,8.4,9.5,84.1,2.69,87.8,61.2,91.2,5.9,1.5,4.4,1,3.3,2.3,7.0,0,61.8,C,2.0,At-Risk
STU-1753,Ali Ahmed,Female,Karachi,Med,2,7.8,6.3,80.2,3.59,55.6,68.7,94.1,3.0,6.1,4.3,0,8.6,0.7,5.8,1,53.9,D,1.0,At-Risk
STU-1754,Hassan Hussain,Female,Karachi,Mech,3,4.8,6.3,86.4,3.24,87.4,67.6,68.7,3.3,3.4,4.8,0,6.1,1.4,6.9,1,43.9,F,0.0,Fail
STU-1755,Nadia Ali,Male,Peshawar,Civil,4,8.1,6.8,90.2,2.1,76.0,45.6,86.8,6.8,5.2,3.3,0,7.8,0.5,9.2,0,35.5,F,0.0,Fail
STU-1756,Imran Chaudhry,Male,Islamabad,BBA,8,7.8,8.7,60.4,2.7,79.3,86.6,63.8,7.2,3.2,5.0,1,6.5,1.9,5.2,0,35.2,F,0.0,Fail
STU-1757,Ali Butt,Female,Karachi,BBA,1,5.2,7.1,87.4,2.89,73.8,56.5,84.7,6.2,3.0,4.0,0,8.2,0.5,7.9,0,38.4,F,0.0,Fail
STU-1758,Amna Malik,Male,Karachi,Civil,7,5.6,9.6,78.8,3.0,85.8,89.1,78.2,3.1,3.1,2.4,0,8.9,2.4,3.8,1,61.3,C,2.0,At-Risk
STU-1759,Imran Ali,Male,Islamabad,CS,7,5.3,8.9,91.8,2.42,86.8,76.5,87.8,8.6,2.8,2.9,1,6.2,2.0,9.5,0,53.4,D,1.0,At-Risk
STU-1760,Ahmed Khan,Female,Karachi,Civil,3,9.7,9.0,89.8,2.89,87.0,46.2,85.5,3.0,4.6,4.7,0,7.5,0.7,9.0,0,79.8,B+,3.5,Pass
STU-1761,Omar Butt,Female,Islamabad,CS,8,5.7,8.0,86.7,3.99,67.7,36.2,79.4,7.4,4.0,2.2,1,8.5,1.0,8.1,1,53.9,D,1.0,At-Risk
STU-1762,Zara Khan,Male,Karachi,Mech,1,6.0,8.4,67.4,3.4,64.0,87.5,73.6,5.2,5.0,3.6,0,6.4,2.3,8.6,0,44.1,F,0.0,Fail
STU-1763,Maria Sheikh,Male,Karachi,Mech,2,6.4,8.8,92.3,2.31,83.4,83.1,88.4,7.6,4.6,4.1,0,7.7,1.3,4.7,0,44.0,F,0.0,Fail
STU-1764,Rabia Hussain,Female,Peshawar,Mech,2,7.5,9.3,73.2,2.72,74.5,65.6,83.0,8.7,5.2,1.3,1,7.4,0.7,7.8,1,67.4,C+,2.5,At-Risk
STU-1765,Kamran Chaudhry,Male,Multan,EE,5,3.2,8.9,87.9,2.7,84.3,56.6,68.4,5.7,3.7,4.5,1,6.8,0.8,5.0,0,2.5,F,0.0,Fail
STU-1766,Ali Sheikh,Female,Karachi,BBA,5,5.4,8.3,89.8,3.03,91.2,57.4,63.6,8.4,3.5,2.6,0,5.0,1.4,8.5,0,62.8,C,2.0,At-Risk
STU-1767,Sara Butt,Female,Quetta,CS,4,7.6,9.7,84.5,2.92,49.6,79.4,99.6,7.4,2.7,7.0,1,8.5,1.4,6.7,1,42.8,F,0.0,Fail
STU-1768,Hassan Ali,Male,Quetta,Mech,6,5.7,5.8,97.8,3.59,79.4,66.6,86.5,3.9,2.8,2.2,1,3.9,1.7,4.5,1,43.1,F,0.0,Fail
STU-1769,Ali Sheikh,Female,Multan,CS,6,4.7,9.5,88.4,3.8,69.6,72.2,68.8,5.6,6.6,5.6,0,8.8,1.7,9.5,1,42.6,F,0.0,Fail
STU-1770,Zara Ali,Male,Karachi,Civil,1,7.9,8.2,94.1,2.99,79.8,59.9,69.6,6.5,2.5,2.5,0,5.8,0.9,8.3,1,87.2,A+,4.0,Pass
STU-1771,Usman Ali,Male,Multan,BBA,6,8.9,6.4,77.8,2.42,76.4,52.1,60.5,7.6,3.2,3.3,0,8.9,1.6,6.4,1,64.4,C,2.0,At-Risk
STU-1772,Sara Ali,Male,Karachi,BBA,8,7.8,7.8,90.1,3.73,86.4,61.2,74.9,8.4,3.5,5.8,1,3.3,0.6,7.2,1,66.3,C+,2.5,At-Risk
STU-1773,Rabia Chaudhry,Female,Karachi,BBA,8,6.1,8.9,69.2,3.37,90.4,60.4,83.5,5.8,3.6,6.0,0,7.3,1.4,8.3,1,69.4,C+,2.5,At-Risk
STU-1774,Amna Butt,Female,Lahore,Civil,6,7.4,7.3,64.7,3.89,67.1,43.2,78.3,5.0,3.8,4.4,1,8.4,0.9,8.1,1,43.5,F,0.0,Fail
STU-1775,Fatima Hassan,Female,Karachi,BBA,7,8.3,8.4,87.4,2.7,85.5,51.6,61.3,6.8,5.6,1.8,1,7.4,0.7,5.2,1,62.4,C,2.0,At-Risk
STU-1776,Omar Iqbal,Female,Karachi,CS,3,4.0,6.8,82.3,3.06,75.5,60.6,90.3,4.3,3.7,2.7,0,7.4,1.9,3.6,1,22.4,F,0.0,Fail
STU-1777,Hina Chaudhry,Female,Islamabad,CS,8,6.2,7.0,82.5,2.14,47.8,57.3,51.4,6.2,5.9,2.3,0,9.2,0.6,7.3,1,28.6,F,0.0,Fail
STU-1778,Ayesha Khan,Male,Karachi,Mech,1,6.4,8.7,81.1,3.24,95.2,83.0,94.7,5.3,5.6,2.6,0,1.8,1.0,9.8,0,58.9,D,1.0,At-Risk
STU-1779,Ali Butt,Male,Quetta,Med,2,7.4,7.7,70.4,3.17,66.0,87.2,73.4,6.6,5.2,2.2,0,4.9,0.3,6.6,1,55.0,D,1.0,At-Risk
STU-1780,Zara Sheikh,Male,Peshawar,Mech,8,9.1,6.7,96.0,2.23,82.2,73.6,88.5,8.6,4.6,7.3,0,4.7,1.2,2.1,0,48.1,F,0.0,Fail
STU-1781,Ayesha Ahmed,Male,Lahore,Civil,2,5.8,7.4,80.4,3.36,64.8,72.7,80.3,5.4,4.4,4.7,1,6.4,0.7,4.0,0,29.8,F,0.0,Fail
STU-1782,Fatima Hassan,Male,Quetta,Mech,3,8.1,9.4,93.5,2.21,81.3,78.9,73.8,9.1,3.9,3.9,1,4.3,1.5,5.2,0,60.9,C,2.0,At-Risk
STU-1783,Amna Ahmed,Male,Multan,Med,5,6.6,8.6,97.7,3.05,67.2,69.1,72.6,3.4,2.7,4.9,0,7.2,1.4,7.7,1,42.1,F,0.0,Fail
STU-1784,Maria Sheikh,Male,Lahore,CS,1,7.1,8.4,91.8,3.66,98.6,70.6,69.8,3.7,3.4,1.3,0,8.8,0.2,7.4,1,87.1,A+,4.0,Pass
STU-1785,Hina Iqbal,Male,Karachi,Med,3,7.1,8.9,89.6,3.7,86.3,89.3,98.5,4.2,2.4,3.0,1,8.8,1.5,6.2,1,92.5,A+,4.0,Pass
STU-1786,Faisal Malik,Female,Karachi,Med,6,4.2,9.1,93.8,3.18,70.1,73.9,67.0,2.7,2.6,4.0,1,5.1,0.9,4.7,0,39.8,F,0.0,Fail
STU-1787,Hassan Malik,Female,Karachi,Civil,2,5.8,7.1,95.3,2.99,79.7,79.5,96.9,4.8,3.5,5.3,0,5.3,1.2,5.2,1,57.7,D,1.0,At-Risk
STU-1788,Usman Malik,Male,Karachi,CS,3,4.3,9.1,96.8,2.67,88.7,63.6,56.2,5.9,4.3,1.9,0,7.9,0.7,5.2,0,39.1,F,0.0,Fail
STU-1789,Ali Ahmed,Female,Lahore,Civil,6,7.3,8.3,92.2,2.8,87.4,69.6,55.4,5.2,3.7,4.0,1,6.4,0.5,8.5,0,64.8,C,2.0,At-Risk
STU-1790,Amna Ahmed,Female,Islamabad,Med,7,8.1,9.4,97.1,3.6,72.7,56.6,84.9,7.8,3.6,4.1,1,8.5,2.7,8.9,1,79.0,B+,3.5,Pass
STU-1791,Imran Khan,Female,Islamabad,Civil,1,6.1,9.4,88.1,3.88,72.3,85.8,85.3,5.0,4.6,2.5,1,8.4,1.9,9.0,0,68.2,C+,2.5,At-Risk
STU-1792,Imran Iqbal,Female,Lahore,CS,7,5.9,7.9,72.8,2.72,82.0,56.2,64.9,6.8,2.0,3.2,1,4.8,0.9,9.1,0,34.8,F,0.0,Fail
STU-1793,Imran Hassan,Male,Multan,Med,1,8.2,5.6,78.7,3.14,61.9,46.9,83.8,5.2,2.7,4.8,0,6.1,1.2,7.6,1,44.2,F,0.0,Fail
STU-1794,Sana Butt,Female,Islamabad,CS,3,6.8,8.2,93.6,3.2,88.6,72.9,84.3,8.8,3.4,4.0,1,6.9,1.0,6.5,0,72.1,B,3.0,Pass
STU-1795,Maria Butt,Female,Karachi,Mech,8,8.1,8.0,87.6,3.44,90.9,75.0,93.2,7.9,6.1,3.7,1,9.2,2.3,6.1,0,73.0,B,3.0,Pass
STU-1796,Bilal Malik,Female,Lahore,BBA,2,6.4,8.7,92.5,3.38,93.4,72.5,85.0,4.5,4.1,3.0,0,8.1,0.2,9.5,0,74.5,B,3.0,Pass
STU-1797,Rabia Sheikh,Male,Karachi,Med,7,8.0,6.7,56.2,3.74,71.6,63.9,91.6,6.0,3.1,3.7,0,9.0,2.1,8.3,1,60.2,C,2.0,At-Risk
STU-1798,Sara Hussain,Male,Karachi,EE,6,7.4,9.2,95.0,3.75,96.2,72.0,95.1,8.2,5.4,3.8,0,6.3,3.0,8.2,0,100.0,A+,4.0,Pass
STU-1799,Rabia Sheikh,Male,Karachi,Mech,3,5.6,9.5,78.3,2.84,57.5,55.4,88.2,6.0,3.0,5.3,0,5.1,2.4,8.9,0,34.2,F,0.0,Fail
STU-1800,Fatima Hassan,Female,Karachi,CS,5,4.8,7.8,93.6,3.48,79.9,56.9,85.2,7.0,3.5,3.3,0,6.3,1.6,6.5,1,51.6,D,1.0,At-Risk
STU-1801,Omar Khan,Female,Lahore,Mech,7,6.8,9.5,80.8,2.82,73.1,61.8,76.3,6.1,3.9,6.6,0,7.8,1.7,9.0,0,48.1,F,0.0,Fail
STU-1802,Tariq Sheikh,Male,Karachi,EE,8,6.1,9.1,71.8,2.96,95.5,48.5,68.1,5.3,2.9,2.1,0,9.4,2.8,4.7,0,38.3,F,0.0,Fail
STU-1803,Hina Iqbal,Male,Quetta,CS,4,5.8,9.7,79.1,3.72,81.5,90.8,91.0,3.3,2.0,3.8,0,3.2,0.4,7.0,0,72.2,B,3.0,Pass
STU-1804,Imran Ali,Female,Islamabad,CS,1,8.5,8.2,81.0,2.61,78.6,77.1,89.9,3.4,3.1,4.0,0,7.7,1.9,7.0,0,67.5,C+,2.5,At-Risk
STU-1805,Bilal Hussain,Male,Peshawar,Civil,1,7.7,9.5,84.0,2.23,75.8,69.7,91.9,8.3,4.3,2.2,1,3.2,2.5,6.0,0,49.5,F,0.0,Fail
STU-1806,Hassan Sheikh,Male,Lahore,EE,5,7.8,8.7,78.5,2.34,67.3,69.4,81.0,5.2,4.8,4.9,0,5.4,0.7,6.2,0,38.1,F,0.0,Fail
STU-1807,Ayesha Iqbal,Male,Karachi,EE,8,2.3,8.6,95.6,3.61,79.3,76.6,79.6,5.9,4.7,4.6,1,7.5,0.6,5.1,0,50.7,D,1.0,At-Risk
STU-1808,Hassan Khan,Male,Karachi,Med,6,7.8,8.3,87.9,3.64,80.8,54.1,88.1,8.7,2.5,6.1,0,7.6,1.4,9.4,0,81.4,A,4.0,Pass
STU-1809,Faisal Sheikh,Male,Lahore,Civil,2,6.0,8.6,81.7,1.97,54.2,83.4,69.8,7.4,1.9,4.0,1,6.4,0.8,7.9,1,26.6,F,0.0,Fail
STU-1810,Kamran Butt,Female,Lahore,CS,6,7.4,9.8,68.9,2.6,87.3,82.9,91.3,5.6,5.4,1.4,1,9.9,1.7,8.5,0,56.2,D,1.0,At-Risk
STU-1811,Ayesha Khan,Male,Lahore,BBA,8,3.3,7.3,83.3,3.21,59.5,54.4,97.7,5.9,5.3,3.3,0,5.5,0.8,8.8,1,25.7,F,0.0,Fail
STU-1812,Tariq Sheikh,Female,Quetta,EE,1,5.3,6.6,67.0,2.33,90.3,57.6,69.4,5.5,3.0,5.8,0,8.1,0.1,4.6,1,13.8,F,0.0,Fail
STU-1813,Usman Ahmed,Male,Lahore,CS,5,6.6,9.9,64.8,2.49,67.4,93.2,86.3,4.5,3.6,4.7,0,8.7,0.4,5.6,0,40.6,F,0.0,Fail
STU-1814,Sana Butt,Female,Karachi,CS,8,6.6,8.5,97.1,3.25,69.7,47.6,78.6,5.8,2.1,4.5,0,7.4,1.1,2.5,1,61.1,C,2.0,At-Risk
STU-1815,Ayesha Sheikh,Male,Lahore,Med,7,6.1,8.4,87.9,3.2,62.7,62.3,89.5,7.0,3.3,3.6,1,5.7,1.7,8.1,0,44.2,F,0.0,Fail
STU-1816,Ayesha Hassan,Female,Karachi,Mech,7,8.3,5.5,79.1,2.84,75.7,59.6,89.0,2.8,2.4,3.4,0,6.2,1.9,5.9,0,50.0,D,1.0,At-Risk
STU-1817,Imran Malik,Male,Quetta,BBA,3,5.7,7.9,94.4,2.71,66.6,91.3,76.5,7.2,2.9,2.1,1,5.8,1.2,8.1,1,48.8,F,0.0,Fail
STU-1818,Hassan Malik,Female,Islamabad,Med,5,6.7,9.2,87.8,3.24,88.6,78.4,90.5,6.8,7.2,4.4,1,9.9,0.4,7.1,1,71.4,B,3.0,Pass
STU-1819,Ali Hussain,Male,Karachi,Med,8,4.6,6.7,72.1,3.29,96.9,63.6,77.6,6.1,5.1,5.4,1,4.9,1.1,8.2,1,21.5,F,0.0,Fail
STU-1820,Nadia Hassan,Male,Karachi,Med,8,7.3,9.7,93.7,3.31,84.1,87.2,58.2,5.2,3.2,3.9,1,5.6,0.7,7.7,0,78.9,B+,3.5,Pass
STU-1821,Sara Sheikh,Female,Quetta,CS,1,7.6,7.4,68.0,3.74,65.3,50.8,80.3,6.7,6.2,5.6,0,8.7,2.1,7.0,0,34.5,F,0.0,Fail
STU-1822,Hina Ali,Male,Quetta,Mech,3,7.1,7.9,79.2,3.21,87.7,93.3,84.4,7.2,3.2,2.3,0,4.4,0.5,6.3,0,80.4,A,4.0,Pass
STU-1823,Maria Khan,Male,Islamabad,Med,1,7.2,5.5,79.5,2.95,72.3,71.8,77.4,4.5,1.6,7.2,1,7.1,1.5,7.3,0,28.1,F,0.0,Fail
STU-1824,Ayesha Iqbal,Female,Lahore,EE,6,7.9,7.6,87.3,3.04,90.7,88.9,56.4,8.4,6.1,1.2,1,5.9,0.8,7.6,1,78.3,B+,3.5,Pass
STU-1825,Hina Ali,Female,Multan,CS,8,6.8,7.2,83.6,2.22,82.9,71.3,82.4,4.4,4.4,3.6,0,8.6,1.3,8.5,0,52.5,D,1.0,At-Risk
STU-1826,Omar Chaudhry,Female,Karachi,Med,6,8.1,5.9,63.2,3.41,86.9,86.4,69.3,8.2,4.5,2.1,1,4.0,1.5,2.3,0,49.8,F,0.0,Fail
STU-1827,Imran Sheikh,Female,Lahore,CS,1,5.5,8.2,94.7,3.96,93.7,59.4,83.1,6.3,2.5,6.1,0,7.8,0.9,7.8,1,74.7,B,3.0,Pass
STU-1828,Ali Hussain,Male,Karachi,Med,1,4.2,7.7,79.4,3.1,76.7,72.1,72.4,8.3,2.1,2.7,0,5.3,1.2,8.4,1,45.8,F,0.0,Fail
STU-1829,Hina Khan,Male,Quetta,Civil,7,6.5,7.7,85.5,2.43,61.5,41.7,77.9,4.5,5.6,1.9,0,6.2,0.3,8.3,0,21.4,F,0.0,Fail
STU-1830,Amna Sheikh,Male,Multan,BBA,3,9.0,8.8,93.1,3.51,78.3,62.6,82.7,5.7,3.4,1.3,1,8.8,1.5,7.3,1,96.8,A+,4.0,Pass
STU-1831,Rabia Butt,Female,Islamabad,Med,2,4.0,8.8,88.0,2.96,88.0,90.4,84.8,3.5,4.0,2.4,0,7.7,1.3,6.2,1,58.3,D,1.0,At-Risk
STU-1832,Ahmed Sheikh,Male,Quetta,Mech,6,9.3,9.1,80.9,2.45,75.5,72.7,93.1,2.3,4.9,3.0,0,6.9,1.6,7.8,1,60.3,C,2.0,At-Risk
STU-1833,Tariq Sheikh,Male,Lahore,CS,5,5.1,8.6,97.2,3.86,85.3,57.3,93.9,3.2,3.5,2.0,0,5.8,1.0,6.4,0,62.8,C,2.0,At-Risk
STU-1834,Ayesha Malik,Male,Islamabad,Civil,8,6.3,9.2,73.1,3.91,80.8,90.5,90.0,5.0,3.3,2.0,1,7.2,0.5,8.9,1,64.2,C,2.0,At-Risk
STU-1835,Imran Butt,Female,Karachi,Civil,3,5.6,6.6,67.8,2.05,85.9,74.9,87.2,7.3,3.1,1.2,0,7.0,1.5,7.1,1,42.6,F,0.0,Fail
STU-1836,Fatima Chaudhry,Male,Lahore,BBA,1,7.9,9.1,80.0,3.5,64.6,43.2,88.9,5.2,5.4,5.1,0,7.0,2.0,2.9,0,43.5,F,0.0,Fail
STU-1837,Imran Butt,Male,Karachi,CS,6,7.7,7.2,88.9,3.55,93.9,80.4,77.1,4.2,5.2,4.1,0,9.2,2.1,3.6,1,74.7,B,3.0,Pass
STU-1838,Bilal Ahmed,Female,Islamabad,Med,6,6.1,9.2,89.9,3.55,91.3,97.2,90.8,8.6,5.6,2.4,1,7.1,1.2,6.7,1,80.4,A,4.0,Pass
STU-1839,Bilal Ali,Male,Karachi,Med,2,8.5,7.3,95.3,2.4,97.4,81.2,88.0,6.5,3.4,3.4,0,9.2,0.2,6.7,1,85.9,A+,4.0,Pass
STU-1840,Nadia Malik,Female,Multan,Med,4,8.9,9.8,86.7,3.38,87.0,75.5,92.7,5.7,4.4,4.6,0,6.5,0.9,9.1,0,94.9,A+,4.0,Pass
STU-1841,Ayesha Malik,Male,Karachi,CS,7,7.6,8.0,91.9,3.5,89.9,75.2,95.0,7.6,7.1,1.9,1,8.9,2.6,8.9,1,87.0,A+,4.0,Pass
STU-1842,Omar Iqbal,Male,Karachi,Med,1,6.2,9.3,85.9,2.58,74.7,74.7,57.5,4.9,7.2,4.1,1,5.0,1.9,5.8,0,13.7,F,0.0,Fail
STU-1843,Usman Chaudhry,Male,Karachi,CS,2,6.9,8.0,75.7,2.12,74.9,86.6,65.8,6.6,7.7,4.2,0,8.1,0.7,7.9,1,39.4,F,0.0,Fail
STU-1844,Zara Ahmed,Male,Karachi,Med,5,5.8,7.1,84.8,3.13,83.9,71.0,97.3,8.7,3.0,1.9,0,8.2,0.4,8.3,0,67.0,C+,2.5,At-Risk
STU-1845,Bilal Hussain,Male,Multan,Mech,8,5.2,7.8,59.3,3.47,79.3,78.9,93.2,6.9,6.1,6.8,0,8.5,0.9,9.3,0,55.9,D,1.0,At-Risk
STU-1846,Usman Sheikh,Male,Lahore,EE,1,4.3,7.0,85.7,2.58,74.3,75.9,79.2,5.6,1.8,4.1,1,3.3,1.9,4.3,1,8.6,F,0.0,Fail
STU-1847,Zara Hussain,Male,Islamabad,BBA,1,5.7,6.7,80.1,2.22,72.4,61.7,90.1,3.7,2.9,5.9,0,6.4,0.5,4.6,0,28.3,F,0.0,Fail
STU-1848,Tariq Sheikh,Male,Multan,BBA,6,5.3,7.9,71.7,2.55,58.4,63.5,65.5,7.7,4.6,4.8,1,7.8,1.6,7.3,1,7.2,F,0.0,Fail
STU-1849,Hassan Malik,Female,Quetta,BBA,8,7.8,9.5,87.5,3.67,82.7,79.8,66.9,7.8,1.9,4.3,1,7.5,0.6,6.8,0,84.2,A,4.0,Pass
STU-1850,Hina Chaudhry,Female,Karachi,CS,6,7.8,6.6,73.2,2.5,88.5,69.0,84.0,7.8,4.2,2.4,0,8.5,1.2,8.6,0,65.1,C+,2.5,At-Risk
STU-1851,Fatima Ahmed,Male,Lahore,CS,6,6.0,9.2,90.2,2.41,77.0,54.1,68.9,4.5,5.0,3.8,0,8.2,0.3,8.0,1,32.4,F,0.0,Fail
STU-1852,Ahmed Chaudhry,Female,Karachi,Civil,4,4.8,9.1,60.3,2.6,77.3,89.5,57.1,4.1,5.3,2.5,0,8.5,1.3,8.5,0,31.7,F,0.0,Fail
STU-1853,Hina Khan,Male,Karachi,EE,1,5.8,9.5,88.8,3.09,81.7,74.5,80.9,5.4,4.5,1.3,0,7.4,1.1,7.6,1,61.9,C,2.0,At-Risk
STU-1854,Maria Hussain,Female,Islamabad,EE,7,9.7,9.1,75.8,3.7,94.8,68.8,89.6,3.1,6.4,3.4,0,7.5,2.2,7.5,1,77.3,B+,3.5,Pass
STU-1855,Rabia Khan,Female,Karachi,Civil,6,4.9,7.0,90.9,3.67,66.8,83.3,67.6,5.1,3.4,4.1,0,9.0,1.1,8.7,0,46.0,F,0.0,Fail
STU-1856,Tariq Butt,Female,Peshawar,EE,3,7.9,5.2,89.1,2.63,97.0,80.9,72.5,3.8,3.9,2.2,0,7.1,0.7,7.2,0,69.4,C+,2.5,At-Risk
STU-1857,Ayesha Ali,Female,Peshawar,Med,8,6.0,9.4,82.7,2.28,63.5,74.4,91.9,5.9,3.8,2.4,0,9.9,1.4,7.4,0,50.8,D,1.0,At-Risk
STU-1858,Tariq Ahmed,Male,Karachi,EE,6,8.3,6.6,80.4,1.43,87.3,79.5,87.0,5.2,4.5,2.9,1,7.2,1.3,5.0,1,48.2,F,0.0,Fail
STU-1859,Amna Iqbal,Male,Karachi,Mech,3,3.6,9.0,80.4,2.78,78.8,71.1,80.4,3.9,5.0,2.9,0,9.2,1.8,4.2,0,25.6,F,0.0,Fail
STU-1860,Sana Hassan,Female,Peshawar,CS,8,5.8,6.4,81.7,3.22,78.5,68.8,83.2,4.7,2.2,5.8,1,5.9,0.3,3.7,1,30.6,F,0.0,Fail
STU-1861,Amna Chaudhry,Female,Islamabad,Mech,8,7.7,7.4,67.9,3.36,64.9,82.1,91.2,5.1,7.3,1.5,0,6.7,0.9,3.3,1,48.1,F,0.0,Fail
STU-1862,Kamran Ahmed,Male,Lahore,Mech,2,4.6,6.8,83.5,2.58,90.6,74.6,67.3,6.5,2.5,1.9,0,6.8,0.6,4.9,0,53.1,D,1.0,At-Risk
STU-1863,Hassan Iqbal,Male,Karachi,BBA,8,6.4,6.3,85.2,2.48,90.4,81.4,91.6,5.2,1.6,5.4,0,6.1,0.2,7.1,0,57.0,D,1.0,At-Risk
STU-1864,Ayesha Chaudhry,Female,Karachi,CS,6,3.9,7.3,71.1,3.53,70.9,70.3,77.7,4.7,1.4,7.0,0,9.4,1.0,8.6,1,42.7,F,0.0,Fail
STU-1865,Omar Ahmed,Male,Quetta,Med,8,3.6,7.3,73.6,3.1,92.7,75.0,85.8,4.4,3.3,6.9,1,6.4,2.6,8.0,0,19.1,F,0.0,Fail
STU-1866,Sana Hassan,Female,Multan,Civil,5,7.3,8.8,83.1,3.35,78.4,74.8,75.4,7.7,2.7,3.8,0,6.8,1.5,8.3,1,75.5,B+,3.5,Pass
STU-1867,Faisal Iqbal,Female,Karachi,EE,7,7.4,9.2,85.0,3.19,88.5,60.8,83.4,4.5,3.5,3.0,0,8.9,2.1,6.0,1,67.8,C+,2.5,At-Risk
STU-1868,Fatima Ahmed,Female,Multan,EE,6,6.6,7.4,77.2,3.32,78.0,87.8,89.7,4.3,3.8,2.1,0,9.6,1.9,8.7,0,66.6,C+,2.5,At-Risk
STU-1869,Imran Hussain,Male,Lahore,Med,7,7.1,9.2,82.7,2.18,63.7,86.8,81.5,4.6,5.8,5.8,0,8.6,2.2,8.8,0,46.8,F,0.0,Fail
STU-1870,Bilal Ahmed,Male,Islamabad,Med,2,8.3,9.1,92.1,3.46,50.2,37.3,86.0,5.6,6.6,3.4,1,8.9,2.5,3.2,1,46.0,F,0.0,Fail
STU-1871,Maria Khan,Female,Islamabad,Mech,2,7.0,7.3,76.3,2.52,87.5,65.2,88.5,5.1,6.4,3.9,0,8.7,0.6,5.0,1,50.4,D,1.0,At-Risk
STU-1872,Bilal Ali,Male,Lahore,BBA,4,6.8,7.4,90.8,3.81,60.2,75.3,80.5,7.2,1.8,2.7,1,8.3,1.0,6.6,0,71.8,B,3.0,Pass
